origin,img_name,mouth,rotation,l_away,eyes_closed,close,hat,dark_glasses,frames_heavy,frame_eyes,flash_lenses,veil,reflection,light,sh_face,sh_head,blurred,ink_mark,skin_tone,washed_out,pixelation,hair_eyes,background,red_eyes
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_528.png,1.0,0.0,1.0,0.96,1.0,0.0,1.0,1.0,0.0,1.0,0.96,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_507.png,1.0,1.0,1.0,0.83,1.0,0.99,1.0,0.0,0.0,1.0,0.98,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/validation/Fall2003_04279d265.jpg,1.0,1.0,1.0,0.7,1.0,0.99,1.0,1.0,1.0,1.0,0.96,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_378.png,1.0,0.0,0.0,0.72,1.0,0.010000000000000009,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04618d60.jpg,0.0,1.0,1.0,0.35,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-004-13.png,1.0,1.0,1.0,0.86,1.0,0.99,1.0,1.0,1.0,1.0,0.06000000000000005,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04221d451.jpg,0.0,0.0,0.0,0.9,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_w-007-5_px_6.png,0.0,1.0,1.0,0.83,1.0,0.99,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_246.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.95,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_243.png,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,0.13,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-070-21.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_75.png,1.0,0.0,1.0,0.92,1.0,0.010000000000000009,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-028-11.png,1.0,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,1.0,0.020000000000000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_1150.png,1.0,1.0,1.0,0.62,1.0,0.99,1.0,0.0,0.0,0.0,0.98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04581d12_px_8.png,0.0,1.0,1.0,0.94,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_827.png,1.0,1.0,0.0,0.5900000000000001,1.0,0.99,1.0,0.0,0.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04561d130.jpg,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_788.png,1.0,1.0,1.0,0.92,1.0,0.010000000000000009,1.0,0.0,0.0,1.0,0.96,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_606.png,1.0,1.0,1.0,0.9,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/VSOFT_120.png,1.0,1.0,0.0,0.75,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_349.png,1.0,0.0,0.0,0.39,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-045-23.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04286d356.jpg,0.0,1.0,0.0,0.0,1.0,0.07999999999999996,0.0,0.0,0.0,0.0,0.98,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_735.png,1.0,1.0,0.0,0.71,1.0,0.99,1.0,0.0,0.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-018-5.png,1.0,0.0,1.0,0.93,1.0,0.99,1.0,1.0,0.0,1.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04295d61.jpg,1.0,0.0,1.0,0.3,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04202d110.jpg,0.0,1.0,1.0,0.74,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_305.png,1.0,0.0,0.0,0.89,1.0,0.010000000000000009,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_w-002-13_px_6.png,1.0,1.0,1.0,0.46,1.0,0.99,1.0,1.0,1.0,1.0,0.19999999999999996,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-065-16.png,1.0,1.0,1.0,0.94,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_765.png,1.0,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-027-3.png,1.0,1.0,1.0,0.92,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/validation/AR_w-034-3_C40.png,1.0,1.0,1.0,0.67,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04217d141.jpg,0.0,0.0,1.0,0.9,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_329.png,1.0,0.0,0.0,0.8,1.0,0.99,1.0,1.0,0.0,1.0,0.99,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_vsoft_347.png,1.0,1.0,1.0,0.82,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04312d81.jpg,1.0,0.0,1.0,0.88,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_w-015-15.png,0.0,1.0,1.0,0.91,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-075-6.png,1.0,0.0,0.0,0.42,1.0,0.99,1.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_358.png,1.0,1.0,0.0,0.94,1.0,0.99,1.0,0.0,0.0,0.0,0.87,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04598d343.jpg,1.0,0.0,1.0,0.78,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/VSOFT_317.png,1.0,1.0,1.0,0.94,1.0,0.99,1.0,1.0,1.0,1.0,0.66,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04314d25.jpg,0.0,0.0,0.0,0.88,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-019-19.png,1.0,0.0,1.0,0.78,1.0,0.99,1.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04252d54.jpg,1.0,1.0,1.0,0.68,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_02463d478.jpg,1.0,1.0,1.0,0.92,1.0,0.020000000000000018,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_26.png,1.0,0.0,1.0,0.65,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/validation/Fall2003_04626d175.jpg,1.0,0.0,1.0,0.91,1.0,0.99,1.0,1.0,0.0,1.0,0.94,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-061-8.png,1.0,1.0,0.0,0.0,1.0,0.49,0.0,0.0,0.0,0.0,0.97,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04569d360_px_4.png,1.0,1.0,1.0,0.91,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04638d38.jpg,1.0,0.0,0.0,0.23,1.0,0.99,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_67.png,1.0,0.0,1.0,0.94,1.0,0.010000000000000009,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-051-25.png,1.0,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,1.0,0.24,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_vsoft_59.png,1.0,0.0,0.0,0.77,1.0,0.99,1.0,1.0,1.0,0.0,0.97,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04603d239.jpg,1.0,1.0,1.0,0.83,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04312d78.jpg,1.0,1.0,1.0,0.66,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_211.png,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-062-11.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,0.16000000000000003,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-016-5.png,1.0,0.0,1.0,0.7,1.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_29.png,1.0,0.0,0.0,0.95,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_vsoft_40.png,1.0,1.0,1.0,0.3,1.0,0.99,1.0,0.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_296.png,1.0,0.0,1.0,0.93,1.0,0.99,1.0,1.0,0.0,0.0,0.98,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_vsoft_201.png,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-025-21.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04524d40.jpg,1.0,1.0,1.0,0.42,1.0,0.99,1.0,1.0,1.0,1.0,0.62,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_396.png,0.0,0.0,0.0,0.65,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04219d128_px_6.png,1.0,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/VSOFT_313.png,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-040-21.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.87,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-026-20.png,0.0,0.0,0.0,0.15,1.0,0.99,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_100.png,1.0,1.0,1.0,0.96,1.0,0.010000000000000009,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_w-012-24_px_6.png,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-049-12.png,0.0,0.0,0.0,0.38,1.0,0.99,1.0,0.0,0.0,0.0,0.19999999999999996,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04319d15_px_8.png,1.0,1.0,1.0,0.69,1.0,0.99,1.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_w-010-5.png,1.0,1.0,1.0,0.95,1.0,0.99,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04213d105.jpg,0.0,1.0,1.0,0.41,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-017-2.png,0.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/VSOFT_208.png,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/validation/Fall2003_04496d204.jpg,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,0.96,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_219.png,1.0,1.0,1.0,0.69,1.0,0.99,0.0,0.0,0.0,0.0,0.77,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_expotec_771.png,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-065-5.png,0.0,1.0,1.0,0.95,1.0,0.99,1.0,1.0,1.0,1.0,0.98,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_vsoft_34.png,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/AR_FDB_m-024-10.png,1.0,1.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04604d73_px_4.png,1.0,1.0,1.0,0.93,1.0,0.99,1.0,1.0,1.0,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_47.png,1.0,1.0,1.0,0.32,1.0,0.99,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/FRGC_04629d59.jpg,1.0,0.0,1.0,0.23,1.0,0.99,1.0,0.0,0.0,1.0,0.98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
VSOFT,/home/guilherme/data1/Dropbox/Link to Desktop/Doutorado/Datasets/icao_dataset/train/visio_icao_mit_44.png,1.0,1.0,0.0,0.18999999999999995,1.0,0.99,1.0,1.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
